Facility_Name,Municipality,Confirmed_Resident_Cases,Confirmed_Staff_Cases,Confirmed_Resident_Deaths,Confirmed_Staff_Deaths,Reported_Date,County,Concluded_Date
Hunterdon Developmental Center §,Union Twp,236,505,0,0,8/30/2021,Hunterdon,12/7/2022
Country Arch Care Center,Franklin Twp,23,4,6,0,8/30/2021,Hunterdon,10/18/2021
Hunterdon Care Center,Raritan Twp,3,2,0,0,4/9/2021,Hunterdon,6/2/2021
Independence Manor at Hunterdon,Raritan Twp,0,3,0,0,3/19/2021,Hunterdon,5/19/2021
Rolling Hills Healthcare Center,Clinton Twp,10,3,1,0,1/13/2021,Hunterdon,4/1/2021
Hunterdon Care Center,Raritan Twp,1,8,0,0,12/28/2020,Hunterdon,4/5/2021
Independence Manor at Hunterdon,Raritan Twp,9,6,0,0,11/6/2020,Hunterdon,2/19/2021
Little Brook Nursing Home,Califon,0,5,0,0,10/31/2020,Hunterdon,12/29/2020
Rolling Hills Healthcare Center,Clinton Twp,8,8,1,0,9/22/2020,Hunterdon,12/29/2020
Little Brook Nursing Home,Califon,0,2,0,0,7/21/2020,Hunterdon,9/18/2020
Independence Manor at Hunterdon,Raritan Twp,5,2,0,0,6/21/2020,Hunterdon,9/1/2020
Hunterdon Developmental Center,Union Twp,271,504,6,0,3/31/2020,Hunterdon,8/17/2021
Hunterdon Care Center,Raritan Twp,66,35,19,1,3/29/2020,Hunterdon,7/10/2020
Country Arch Care Center,Franklin Twp,49,31,14,1,3/29/2020,Hunterdon,7/31/2020
Rolling Hills Healthcare Center,Clinton Twp,8,14,1,0,3/29/2020,Hunterdon,8/3/2020
Brandywine Living Serenade at Princeton (formerly Acorn Glen),Princeton,7,3,0,0,4/4/2025,Mercer,5/8/2025
Meadow Lakes,East Windsor Twp,7,1,0,0,3/25/2025,Mercer,4/29/2025
Care One At Hamilton,Hamilton Twp,9,1,0,0,2/18/2025,Mercer,3/31/2025
Meadow Lakes,East Windsor Twp,0,3,0,0,2/17/2025,Mercer,3/17/2025
Volante at Hamilton,Hamilton Twp,20,3,0,0,1/27/2025,Mercer,3/17/2025
Brandywine Living Serenade at Princeton (formerly Acorn Glen),Princeton,2,1,0,0,1/23/2025,Mercer,2/20/2025
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing) §,Trenton,0,3,0,0,1/17/2025,Mercer,3/6/2025
Rose Hill Assisted Living §,Robbinsville Twp,7,0,0,0,1/14/2025,Mercer,2/21/2025
Spring Hills Post Acute Hamilton,Hamilton Twp,5,0,0,0,1/13/2025,Mercer,2/14/2025
Greenwood House,Ewing Twp,8,3,0,0,1/9/2025,Mercer,3/11/2025
Artis Senior Living Princeton Junction,West Windsor Twp,5,7,0,0,1/2/2025,Mercer,2/3/2025
Lawrence Rehabilitation and Healthcare Center §,Lawrence Twp,20,7,1,0,12/30/2024,Mercer,2/28/2025
Juniper Village at Hamilton,Hamilton Twp,29,3,0,0,12/27/2024,Mercer,2/3/2025
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,3,2,0,0,12/23/2024,Mercer,12/24/2024
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,10,0,0,0,12/10/2024,Mercer,1/17/2025
Greenwood House,Ewing Twp,4,2,0,0,11/25/2024,Mercer,12/31/2024
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,5,0,0,0,9/30/2024,Mercer,11/8/2024
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,3,0,0,0,9/19/2024,Mercer,10/15/2024
Meadow Lakes §,East Windsor Twp,12,2,0,0,9/13/2024,Mercer,11/26/2024
Brandywine Living at Pennington,Pennington Boro,24,1,0,0,9/10/2024,Mercer,10/22/2024
Spring Hills Post Acute Hamilton,Hamilton Twp,3,2,0,0,9/5/2024,Mercer,10/3/2024
Rose Hill Assisted Living,Robbinsville Twp,6,2,0,0,9/4/2024,Mercer,10/9/2024
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,2,0,0,0,8/30/2024,Mercer,9/27/2024
Juniper Village at Hamilton,Hamilton Twp,7,3,0,0,8/27/2024,Mercer,10/10/2024
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,2,0,1,0,8/26/2024,Mercer,9/24/2024
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,9,1,0,0,8/20/2024,Mercer,9/23/2024
Riverside Nursing And Rehabilitation Center,Trenton,8,3,0,0,8/20/2024,Mercer,10/2/2024
Brandywine Living Serenade at Princeton (formerly Acorn Glen),Princeton,3,2,0,0,8/2/2024,Mercer,9/11/2024
Brandywine Living at Pennington,Pennington Boro,13,6,0,0,7/24/2024,Mercer,8/27/2024
Spring Hills Post Acute Hamilton,Hamilton Twp,12,1,0,0,7/22/2024,Mercer,8/23/2024
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,8,4,0,0,7/22/2024,Mercer,10/7/2024
Bear Creek Assisted Living,West Windsor Twp,20,7,1,0,7/17/2024,Mercer,8/22/2024
Care One At Hamilton,Hamilton Twp,6,2,0,0,7/17/2024,Mercer,8/26/2024
Meadow Lakes,East Windsor Twp,10,7,0,0,7/5/2024,Mercer,8/16/2024
Greenwood House §,Ewing Twp,4,2,0,0,7/5/2024,Mercer,8/6/2024
Riverside Nursing And Rehabilitation Center,Trenton,3,3,0,0,6/18/2024,Mercer,7/11/2024
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,19,6,0,0,6/7/2024,Mercer,7/17/2024
Lawrence Rehabilitation and Healthcare Center §,Lawrence Twp,11,2,0,0,4/12/2024,Mercer,5/16/2024
Juniper Village at Hamilton,Hamilton Twp,1,0,0,0,4/1/2024,Mercer,4/29/2024
Mercerville Center §,Hamilton Twp,8,1,0,0,3/4/2024,Mercer,4/2/2024
Greenwood House,Ewing Twp,6,1,0,0,2/28/2024,Mercer,4/4/2024
Bear Creek Assisted Living,West Windsor Twp,4,0,0,0,2/21/2024,Mercer,3/20/2024
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,37,4,0,0,2/21/2024,Mercer,4/1/2024
Brandywine Living Serenade at Princeton (formerly Acorn Glen),Princeton,18,5,1,0,2/15/2024,Mercer,3/14/2024
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center) §,Lawrence Twp,5,1,0,0,2/15/2024,Mercer,4/15/2024
Meadow Lakes,East Windsor Twp,15,5,0,0,2/12/2024,Mercer,3/19/2024
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,1,0,0,0,2/9/2024,Mercer,3/8/2024
Brookdale Hamilton,Hamilton Twp,1,0,0,0,1/30/2024,Mercer,3/1/2024
Volante at Hamilton,Hamilton Twp,2,0,0,0,1/26/2024,Mercer,3/8/2024
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,7,1,0,0,1/26/2024,Mercer,2/16/2024
Mercerville Center,Hamilton Twp,11,1,0,0,1/18/2024,Mercer,3/4/2024
Riverside Nursing And Rehabilitation Center,Trenton,2,0,0,0,1/12/2024,Mercer,2/23/2024
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,1,0,0,0,1/12/2024,Mercer,2/5/2024
Care One At Hamilton,Hamilton Twp,5,1,0,0,1/8/2024,Mercer,2/9/2024
Preferred Care at Hamilton,Hamilton Twp,17,4,0,0,12/29/2023,Mercer,2/7/2024
Brandywine Living at Pennington,Pennington Boro,4,2,0,0,12/27/2023,Mercer,3/12/2024
Meadow Lakes §,East Windsor Twp,9,0,0,0,12/26/2023,Mercer,2/16/2024
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,1,0,0,0,12/26/2023,Mercer,1/22/2024
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,35,10,1,0,12/26/2023,Mercer,3/15/2024
Preferred Care At Mercer,Ewing Twp,3,4,0,0,12/20/2023,Mercer,3/8/2024
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,2,0,0,0,12/14/2023,Mercer,1/16/2024
Spring Hills Post Acute Hamilton §,Hamilton Twp,12,7,0,0,12/14/2023,Mercer,2/23/2024
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,13,3,0,0,12/4/2023,Mercer,2/2/2024
Greenwood House §,Ewing Twp,51,6,0,0,11/21/2023,Mercer,2/16/2024
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,24,5,1,0,11/16/2023,Mercer,12/29/2023
Care One At Hamilton §,Hamilton Twp,4,0,0,0,11/13/2023,Mercer,1/9/2024
Trenton Gardens Rehabilitation And Nursing Center,Trenton,9,2,0,0,10/18/2023,Mercer,11/27/2023
Mercerville Center,Hamilton Twp,2,0,0,0,10/17/2023,Mercer,11/13/2023
Meadow Lakes,East Windsor Twp,4,1,1,0,10/11/2023,Mercer,12/12/2023
Volante at Hamilton §,Hamilton Twp,17,4,0,0,10/10/2023,Mercer,2/2/2024
Rose Hill Assisted Living,Robbinsville Twp,15,1,0,0,10/9/2023,Mercer,1/22/2024
Bear Creek Assisted Living,West Windsor Twp,19,4,0,0,10/6/2023,Mercer,11/16/2023
Lawrence Rehabilitation and Healthcare Center §,Lawrence Twp,5,4,0,0,10/6/2023,Mercer,11/16/2023
Spring Hills Post Acute Hamilton §,Hamilton Twp,2,1,0,0,10/5/2023,Mercer,11/17/2023
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,7,1,0,0,10/3/2023,Mercer,11/14/2023
Preferred Care at Hamilton,Hamilton Twp,5,1,0,0,9/21/2023,Mercer,10/19/2023
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,1,0,0,0,9/21/2023,Mercer,10/18/2023
Greenwood House §,Ewing Twp,7,5,0,0,9/15/2023,Mercer,11/21/2023
Juniper Village at Hamilton,Hamilton Twp,34,0,0,0,9/14/2023,Mercer,11/15/2023
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,1,2,0,0,9/5/2023,Mercer,10/5/2023
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,45,4,2,0,9/5/2023,Mercer,10/23/2023
Preferred Care At Mercer §,Ewing Twp,11,6,0,0,8/29/2023,Mercer,11/2/2023
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,8,11,0,0,8/23/2023,Mercer,10/23/2023
Care One At Hamilton,Hamilton Twp,10,2,2,0,8/22/2023,Mercer,10/23/2023
Volante at Hamilton,Hamilton Twp,2,2,1,0,8/17/2023,Mercer,9/29/2023
Meadow Lakes,East Windsor Twp,1,0,0,0,8/10/2023,Mercer,9/7/2023
Spring Hills Post Acute Hamilton,Hamilton Twp,2,1,0,0,8/1/2023,Mercer,9/6/2023
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,6,1,0,0,7/24/2023,Mercer,9/5/2023
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,2,0,1,0,7/17/2023,Mercer,8/18/2023
Lawrence Rehabilitation and Healthcare Center §,Lawrence Twp,9,1,0,0,7/11/2023,Mercer,9/1/2023
Artis Senior Living Princeton Junction §,West Windsor Twp,26,9,0,0,7/11/2023,Mercer,8/25/2023
Mercerville Center,Hamilton Twp,15,3,0,0,7/7/2023,Mercer,8/11/2023
Abrams Residence,Ewing Twp,5,1,0,0,7/6/2023,Mercer,8/18/2023
Care One At Hamilton,Hamilton Twp,1,1,0,0,6/27/2023,Mercer,7/28/2023
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,3,0,0,0,6/15/2023,Mercer,7/20/2023
Spring Hills Post Acute Hamilton,Hamilton Twp,13,2,0,0,6/9/2023,Mercer,7/18/2023
Bear Creek Assisted Living,West Windsor Twp,1,0,1,0,6/9/2023,Mercer,7/5/2023
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center) §,Lawrence Twp,17,6,0,0,6/1/2023,Mercer,7/11/2023
Greenwood House,Ewing Twp,22,17,0,0,4/3/2023,Mercer,6/6/2023
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,11,2,1,0,3/3/2023,Mercer,4/13/2023
Volante at Hamilton,Hamilton Twp,7,1,0,0,2/28/2023,Mercer,3/29/2023
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,2,0,0,0,2/21/2023,Mercer,3/24/2023
Volante at Hamilton,Hamilton Twp,1,0,0,0,1/31/2023,Mercer,2/22/2023
Brookdale Hamilton,Hamilton Twp,8,0,0,0,1/30/2023,Mercer,3/3/2023
Brandywine Living at Pennington,Pennington Boro,4,1,0,0,1/27/2023,Mercer,3/10/2023
Preferred Care at Hamilton,Hamilton Twp,11,5,0,0,1/18/2023,Mercer,2/27/2023
Artis Senior Living Princeton Junction,West Windsor Twp,3,1,0,0,1/12/2023,Mercer,2/9/2023
Preferred Care At Mercer §,Ewing Twp,33,3,0,0,1/11/2023,Mercer,3/14/2023
Care One At Hamilton,Hamilton Twp,6,10,0,0,1/5/2023,Mercer,2/16/2023
Bear Creek Assisted Living,West Windsor Twp,17,14,0,0,12/28/2022,Mercer,2/27/2023
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,8,4,0,0,12/28/2022,Mercer,3/7/2023
Rose Hill Assisted Living §,Robbinsville Twp,11,3,0,0,12/27/2022,Mercer,1/27/2023
Greenwood House §,Ewing Twp,6,0,0,0,12/27/2022,Mercer,3/15/2023
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,16,2,0,0,12/22/2022,Mercer,2/9/2023
Juniper Village at Hamilton,Hamilton Twp,25,2,0,0,12/21/2022,Mercer,2/21/2023
Meadow Lakes,East Windsor Twp,10,5,1,0,12/20/2022,Mercer,2/14/2023
Riverside Nursing And Rehabilitation Center,Trenton,65,7,0,0,12/19/2022,Mercer,2/13/2023
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab) §,Trenton,1,2,0,0,12/15/2022,Mercer,2/3/2023
Trenton Gardens Rehabilitation And Nursing Center,Trenton,19,4,0,0,12/15/2022,Mercer,3/28/2023
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center) §,Lawrence Twp,9,15,0,0,12/5/2022,Mercer,4/12/2023
Volante at Hamilton,Hamilton Twp,1,0,0,0,12/5/2022,Mercer,1/4/2023
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,27,3,0,0,12/5/2022,Mercer,2/27/2023
Brandywine Living at Pennington,Pennington Boro,17,5,0,0,12/1/2022,Mercer,1/30/2023
Mercerville Center,Hamilton Twp,21,3,1,0,11/22/2022,Mercer,1/20/2023
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,31,7,1,0,11/14/2022,Mercer,3/6/2023
Care One At Hamilton,Hamilton Twp,3,0,0,0,11/4/2022,Mercer,1/3/2023
Volante at Hamilton,Hamilton Twp,1,0,0,0,11/2/2022,Mercer,11/29/2022
Artis Senior Living Princeton Junction,West Windsor Twp,5,1,0,0,11/2/2022,Mercer,12/7/2022
Lawrence Rehabilitation and Healthcare Center §,Lawrence Twp,53,28,2,0,10/31/2022,Mercer,4/18/2023
Brandywine Living Serenade at Princeton (formerly Acorn Glen),Princeton,3,1,0,0,10/18/2022,Mercer,12/1/2022
Princeton Care Center,Princeton,35,7,1,0,10/17/2022,Mercer,4/17/2023
Mercerville Center,Hamilton Twp,5,0,1,0,10/11/2022,Mercer,11/15/2022
Spring Hills Post Acute Hamilton,Hamilton Twp,64,9,2,0,10/7/2022,Mercer,4/19/2023
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,3,0,0,0,10/6/2022,Mercer,11/1/2022
Abrams Residence,Ewing Twp,5,3,0,0,9/27/2022,Mercer,11/2/2022
Bear Creek Assisted Living §,West Windsor Twp,3,0,0,0,9/26/2022,Mercer,11/1/2022
Spring Hills Post Acute Hamilton,Hamilton Twp,7,1,1,0,8/30/2022,Mercer,10/4/2022
Brandywine Living at Pennington,Pennington Boro,28,11,0,0,8/26/2022,Mercer,11/21/2022
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,27,7,0,0,8/18/2022,Mercer,12/7/2022
Volante at Hamilton,Hamilton Twp,0,2,0,0,8/18/2022,Mercer,9/22/2022
Preferred Care At Mercer,Ewing Twp,21,7,0,0,8/17/2022,Mercer,11/22/2022
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,24,9,0,0,8/5/2022,Mercer,9/30/2022
Juniper Village at Hamilton,Hamilton Twp,27,5,1,0,7/29/2022,Mercer,9/21/2022
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,8,2,0,0,7/25/2022,Mercer,9/8/2022
Princeton Care Center,Princeton,25,5,0,0,7/21/2022,Mercer,10/11/2022
Trenton Gardens Rehabilitation And Nursing Center,Trenton,1,2,0,0,7/18/2022,Mercer,9/13/2022
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,1,1,0,0,7/12/2022,Mercer,8/15/2022
Brookdale Hamilton,Hamilton Twp,1,2,0,0,7/7/2022,Mercer,8/8/2022
Meadow Lakes,East Windsor Twp,13,13,1,0,7/5/2022,Mercer,12/14/2022
Rose Hill Assisted Living,Robbinsville Twp,3,3,0,0,7/1/2022,Mercer,9/9/2022
Brandywine Living at Pennington,Pennington Boro,1,1,0,0,6/29/2022,Mercer,8/18/2022
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,30,11,0,0,6/27/2022,Mercer,11/9/2022
Mercerville Center,Hamilton Twp,29,8,0,0,6/2/2022,Mercer,7/29/2022
Juniper Village at Hamilton,Hamilton Twp,4,2,0,0,6/1/2022,Mercer,7/26/2022
Care One At Hamilton,Hamilton Twp,5,6,0,0,5/31/2022,Mercer,10/11/2022
Preferred Care at Hamilton,Hamilton Twp,15,6,1,0,5/31/2022,Mercer,10/3/2022
Riverside Nursing And Rehabilitation Center,Trenton,1,12,0,0,5/27/2022,Mercer,9/13/2022
Princeton Care Center,Princeton,6,2,0,0,5/25/2022,Mercer,7/11/2022
Trenton Gardens Rehabilitation And Nursing Center,Trenton,0,8,0,0,5/11/2022,Mercer,7/18/2022
Spring Hills Post Acute Hamilton,Hamilton Twp,23,5,1,0,5/5/2022,Mercer,7/29/2022
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,15,21,0,0,5/5/2022,Mercer,9/30/2022
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,0,2,0,0,4/29/2022,Mercer,6/6/2022
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,1,0,0,0,4/29/2022,Mercer,6/1/2022
Brandywine Living at Pennington,Pennington Boro,1,0,0,0,4/22/2022,Mercer,5/24/2022
Rose Hill Assisted Living,Robbinsville Twp,21,7,0,0,4/18/2022,Mercer,6/8/2022
Artis Senior Living Princeton Junction,West Windsor Twp,14,4,0,0,4/12/2022,Mercer,6/9/2022
Juniper Village at Hamilton,Hamilton Twp,1,0,0,0,4/12/2022,Mercer,5/11/2022
Volante at Hamilton,Hamilton Twp,28,18,0,0,4/10/2022,Mercer,8/8/2022
Preferred Care At Mercer,Ewing Twp,13,4,0,0,4/6/2022,Mercer,5/25/2022
Meadow Lakes,East Windsor Twp,14,10,3,0,3/26/2022,Mercer,6/24/2022
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,16,24,1,0,3/18/2022,Mercer,10/24/2022
Juniper Village at Hamilton,Hamilton Twp,7,18,0,0,1/4/2022,Mercer,2/24/2022
Brookdale Hamilton,Hamilton Twp,18,8,0,0,1/4/2022,Mercer,2/28/2022
Care One At Hamilton,Hamilton Twp,38,18,1,0,1/3/2022,Mercer,3/1/2022
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,25,10,0,0,1/3/2022,Mercer,3/23/2022
Mercerville Center,Hamilton Twp,4,5,0,0,1/3/2022,Mercer,2/23/2022
Preferred Care At Mercer,Ewing Twp,29,3,0,0,12/30/2021,Mercer,3/3/2022
Artis Senior Living Princeton Junction,West Windsor Twp,1,6,0,0,12/28/2021,Mercer,2/28/2022
Spring Hills Post Acute Hamilton,Hamilton Twp,4,12,0,0,12/28/2021,Mercer,3/28/2022
Bear Creek Assisted Living,West Windsor Twp,21,17,0,0,12/27/2021,Mercer,3/12/2022
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,32,33,0,0,12/23/2021,Mercer,4/25/2022
Rose Hill Assisted Living,Robbinsville Twp,15,10,0,0,12/21/2021,Mercer,2/11/2022
Brandywine Living at Pennington,Pennington Boro,3,15,0,0,12/21/2021,Mercer,2/18/2022
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,37,38,5,0,12/15/2021,Mercer,2/18/2022
Avant Rehabilitation and Care Center (formerly Royal Health Gate Nursing),Trenton,29,22,0,0,12/14/2021,Mercer,3/21/2022
Princeton Care Center,Princeton,10,23,1,0,12/11/2021,Mercer,3/3/2022
Preferred Care at Hamilton,Hamilton Twp,46,16,0,0,12/8/2021,Mercer,3/16/2022
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,23,132,2,0,12/6/2021,Mercer,10/25/2022
Meadow Lakes,East Windsor Twp,34,47,2,1,12/2/2021,Mercer,2/24/2022
Mercerville Center,Hamilton Twp,2,0,1,0,11/29/2021,Mercer,12/27/2021
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,55,73,1,0,11/9/2021,Mercer,3/9/2022
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,6,1,0,0,11/4/2021,Mercer,12/22/2021
Trenton Gardens Rehabilitation And Nursing Center,Trenton,34,48,0,0,11/1/2021,Mercer,3/21/2022
Greenwood House §,Ewing Twp,65,98,0,0,10/20/2021,Mercer,11/23/2022
Abrams Residence,Ewing Twp,3,1,0,0,10/13/2021,Mercer,11/17/2021
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,21,20,0,0,9/30/2021,Mercer,2/28/2022
Preferred Care at Hamilton,Hamilton Twp,2,2,0,0,9/30/2021,Mercer,11/5/2021
Spring Hills Post Acute Hamilton,Hamilton Twp,16,5,1,0,9/24/2021,Mercer,12/7/2021
Volante at Hamilton,Hamilton Twp,43,44,2,0,9/24/2021,Mercer,4/5/2022
Brookdale Hamilton,Hamilton Twp,5,3,0,0,8/24/2021,Mercer,11/3/2021
Lawrence Rehabilitation Hospital (formerly St. Lawrence Rehabilitation Center),Lawrence Twp,0,9,0,0,8/23/2021,Mercer,12/1/2021
Meadow Lakes,East Windsor Twp,0,13,0,0,8/16/2021,Mercer,9/16/2021
Riverside Nursing And Rehabilitation Center,Trenton,26,53,0,0,8/12/2021,Mercer,4/4/2022
Trenton Gardens Rehabilitation And Nursing Center,Trenton,0,5,0,0,7/30/2021,Mercer,10/7/2021
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,3,1,0,0,7/22/2021,Mercer,9/8/2021
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,1,1,0,0,7/6/2021,Mercer,8/4/2021
Preferred Care at Hamilton,Hamilton Twp,0,0,0,0,6/20/2021,Mercer,7/20/2021
Avalon Rehabilitation & Healthcare Center (formerly Hamilton Continuing Care),Hamilton Twp,2,3,0,0,6/1/2021,Mercer,7/7/2021
Juniper Village at Hamilton,Hamilton Twp,0,2,0,0,5/13/2021,Mercer,6/7/2021
Bear Creek Assisted Living,West Windsor Twp,0,2,0,0,5/8/2021,Mercer,6/8/2021
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,2,2,2,0,4/28/2021,Mercer,6/7/2021
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,6,5,0,0,4/11/2021,Mercer,6/9/2021
Mercerville Center,Hamilton Twp,0,2,0,0,4/8/2021,Mercer,5/21/2021
Riverside Nursing And Rehabilitation Center,Trenton,2,4,0,0,4/6/2021,Mercer,6/24/2021
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,8,0,0,0,4/5/2021,Mercer,5/20/2021
Lawrence Rehabilitation and Healthcare Center,Lawrence Twp,0,2,0,0,3/15/2021,Mercer,4/19/2021
Meadow Lakes,East Windsor Twp,0,4,0,0,3/11/2021,Mercer,4/27/2021
Juniper Village at Hamilton,Hamilton Twp,2,1,0,0,3/9/2021,Mercer,4/9/2021
Volante at Hamilton,Hamilton Twp,9,8,0,0,3/8/2021,Mercer,6/14/2021
Preferred Care At Mercer,Ewing Twp,0,2,0,0,2/9/2021,Mercer,3/12/2021
Brookdale Hamilton,Hamilton Twp,1,2,0,0,1/11/2021,Mercer,3/4/2021
"Hamilton Grove Healthcare And Rehabilitation, Llc",Hamilton Twp,0,6,0,0,1/8/2021,Mercer,2/17/2021
Rose Hill Assisted Living,Robbinsville Twp,0,3,0,0,12/31/2020,Mercer,2/26/2021
Abrams Residence,Ewing Twp,4,2,0,0,12/24/2020,Mercer,1/27/2021
Brandywine Living at Pennington,Pennington Boro,32,14,3,0,12/17/2020,Mercer,2/24/2021
Spring Hills Post Acute Hamilton,Hamilton Twp,0,14,0,0,12/16/2020,Mercer,4/9/2021
Artis Senior Living Princeton Junction,West Windsor Twp,4,2,0,0,12/14/2020,Mercer,2/12/2021
Clover Meadows Healthcare and Rehab Center,Lawrence Twp,11,10,0,0,12/11/2020,Mercer,3/1/2021
Care One At Hamilton,Hamilton Twp,19,14,3,0,12/7/2020,Mercer,3/5/2021
Belle Care Nursing and Rehabilitation Center (formerly Providence Nursing and Rehab),Trenton,0,7,0,0,11/27/2020,Mercer,2/16/2021
Riverside Nursing And Rehabilitation Center,Trenton,43,27,1,0,11/19/2020,Mercer,3/12/2021
